"timestamp","ip","mac","iface","note","is_spoof"2025-10-24T04:42:10.104507,172.19.65.1,16:d8:e4:80:e8:43,en0,,0
2025-10-24T04:42:58.543100,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:42:58.848016,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:42:59.053038,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:42:59.256147,172.19.65.247,1a:bc:8d:d2:f6:93,en0,,0
2025-10-24T04:42:59.257408,0.0.0.0,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:42:59.357939,0.0.0.0,f0:77:c3:fc:f6:e3,en0,,0
2025-10-24T04:42:59.358390,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:42:59.562567,172.19.68.8,72:e9:e4:50:55:68,en0,,0
2025-10-24T04:42:59.562791,172.19.68.6,c6:53:99:90:5d:0a,en0,,0
2025-10-24T04:42:59.564131,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:42:59.564728,172.19.73.121,26:33:72:ec:54:ee,en0,,0
2025-10-24T04:42:59.697073,0.0.0.0,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:42:59.972544,172.19.70.229,06:36:42:c9:f3:6a,en0,,0
2025-10-24T04:42:59.972860,172.19.67.29,ba:d0:48:52:19:3f,en0,,0
2025-10-24T04:43:00.177321,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:00.177633,172.19.73.12,4a:09:52:9f:02:f7,en0,,0
2025-10-24T04:43:00.177849,172.19.73.12,4a:09:52:9f:02:f7,en0,,0
2025-10-24T04:43:00.277729,0.0.0.0,f0:77:c3:fc:f6:e3,en0,,0
2025-10-24T04:43:00.320639,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:00.324939,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:00.325238,172.19.67.225,9e:00:b4:c7:b1:08,en0,,0
2025-10-24T04:43:00.351915,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:00.791457,0.0.0.0,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:43:00.793241,172.19.68.94,dc:b7:2e:21:d4:63,en0,,0
2025-10-24T04:43:00.894407,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:00.996861,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:01.304888,172.19.70.56,f0:77:c3:fc:f6:e3,en0,,0
2025-10-24T04:43:01.409736,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:01.509508,172.19.65.125,de:fa:92:c5:09:8d,en0,,0
2025-10-24T04:43:01.715739,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:01.716768,0.0.0.0,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:43:01.918173,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:01.919497,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:01.919755,172.19.70.229,06:36:42:c9:f3:6a,en0,,0
2025-10-24T04:43:02.020094,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:02.225436,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:02.433977,172.19.68.103,4e:38:56:de:b2:c5,en0,,0
2025-10-24T04:43:02.696325,172.19.73.146,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:43:02.943519,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:03.044947,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:03.045185,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:03.148158,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:03.250279,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:03.352540,172.19.70.56,f0:77:c3:fc:f6:e3,en0,,0
2025-10-24T04:43:03.556521,172.19.66.186,9e:c0:6e:a6:9b:de,en0,,0
2025-10-24T04:43:04.068722,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:04.069018,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:04.170702,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:04.273110,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:04.785293,172.19.73.146,d4:d8:53:82:bc:ca,en0,,0
2025-10-24T04:43:05.093783,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:05.194799,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:05.297126,172.19.65.20,92:1b:a4:63:63:06,en0,,0
2025-10-24T04:43:05.299778,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:05.300036,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:05.504619,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:05.809785,0.0.0.0,f8:89:d2:15:50:f9,en0,,0
2025-10-24T04:43:06.014535,172.19.68.27,52:fd:a4:4c:92:d4,en0,,0
2025-10-24T04:43:06.117838,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:06.382266,172.19.71.128,56:fb:a5:fe:a9:d2,en0,,0
2025-10-24T04:43:06.384533,172.19.65.47,52:4b:86:82:0f:0d,en0,,0
2025-10-24T04:43:06.423362,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:06.528040,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:06.528333,172.19.73.1,0a:15:55:3b:cb:74,en0,,0
2025-10-24T04:43:06.528571,0.0.0.0,24:b2:b9:8e:3b:e9,en0,,0
2025-10-24T04:43:06.834057,0.0.0.0,f8:89:d2:15:50:f9,en0,,0
2025-10-24T04:43:06.836537,172.19.65.231,3e:b9:f1:d4:2a:d4,en0,,0
2025-10-24T04:43:07.141099,172.19.66.172,8e:e3:b7:99:a3:4f,en0,,0
2025-10-24T04:43:07.447723,172.19.66.49,fa:97:e7:73:af:7a,en0,,0
2025-10-24T04:43:07.448052,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:07.553830,0.0.0.0,24:b2:b9:8e:3b:e9,en0,,0
2025-10-24T04:43:07.554042,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:07.756543,0.0.0.0,f8:89:d2:15:50:f9,en0,,0
2025-10-24T04:43:07.857265,172.19.65.122,0e:9a:3a:76:44:6f,en0,,0
2025-10-24T04:43:08.062191,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:08.266974,172.19.72.246,76:02:cf:f9:24:5b,en0,,0
2025-10-24T04:43:08.474758,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:08.576800,0.0.0.0,24:b2:b9:8e:3b:e9,en0,,0
2025-10-24T04:43:08.576993,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:08.678138,172.19.72.109,06:93:59:35:f0:69,en0,,0
2025-10-24T04:43:08.782827,172.19.65.88,f8:89:d2:15:50:f9,en0,,0
2025-10-24T04:43:08.884260,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:09.086158,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:09.087165,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:09.188447,172.19.70.137,8e:24:e5:68:87:ef,en0,,0
2025-10-24T04:43:09.495516,172.19.64.1,ae:ed:32:41:dc:00,en0,,0
2025-10-24T04:43:09.600941,172.19.71.157,24:b2:b9:8e:3b:e9,en0,,0
